,keyword,text,target
2395,derail,  dozen die two train derail river india,1
2396,derail,  im tire alllivesmatt peopl say derail blacklivesmatt dont anyth live lifo,0
2397,derail,  gop establish work overtim derail donzella realdonaldtrump trump,0
2398,derail,  realdonaldtrump rushlimbaugh proof democrat afraid trump clinton tri derail trump w meddl,0
2399,derail,  may caus metro train derail downtown c,1
2400,derail,  sound judgement mac prematur rise could derail recoveri busi,1
2401,derailed,  ohmygoshi unsuckdcmetro point expect hear report petrou derail,1
2402,derailed,  happi one hurt whata train derail also express bu much better metro rail fox news,1
2403,derailed,  amani amp modi plan mine derail australia court block huge india back coal mine via yahoonew,0
2404,derailed,  dc media tip get updat derail whata train today ask movi night quickli chang subject,1
2405,derailed,  josephin liter look yeah derail smithsonit everyth shut feder center sw mcpherson,1
2406,derailed,  use exactli nation assembl honestli worthless derail,0
2407,derailed,  trustymclusti passeng derail train morn commut fike go home,1
2408,derailed,  crocodil tear wash upset gravi train derail kidscompani,1
2409,derailed,  epic insan got derail outsid grimrail depot,1
2410,derailed,  updat passeng metro train derail caus terribl delay morn derail train caus hell,1
2411,derailed,  studi note passeng board train derail morn,1
2412,derailed,  new illustr l time illustr subway,0
2413,derailed,  free name new doc enwiden get back write w derail think titl w twitter,0
2414,derailed,  whoa whata train derail smithsonit,1
2415,derailed,  metro act chief jack sequa say train derail six car train seri rail car whata,1
2416,derailed,  identitytheft derail taxreturn step clean identitytheft train wreck cri,0
2417,derailed,  metro still know blue amp orang line reopen empti passeng car derail new seri whata,1
2418,derailed,  breakfast link work home derail empti train derail smithsonit morn suspend ser,1
2419,derailed,  eve stewart leav daili show whata honor let anoth train get derail crippl servic,1
2420,derailed,  go star degre part metro derail beauti morn washington c,1
2421,derailed,  oh wait expect go total differ rout ls derail anoth bare pass grade requir cours super,0
2422,derailed,  adamtuss car derail seri chanc use issu w wheel climb mt sq derail,1
2423,derailed,  three episod left end nigh,0
2424,derailed,  train derail instead get work earli like would late fuck,1
2425,derailed,  bobbyofhomewood joxroundt drop sport show think si top would derail,0
2426,derailed,  relief train carri survivor derail santa express reach lumbar via firstpostin,1
2427,derailed,  mani train derail whata shut orang blue dc aveng made less mess unsuckdcmetro,1
2428,derailed,  day ya realiz till alreadi transit train derail metro st closest work,1
2429,derailed,  joelsherman way better career chipper derail shame,0
2430,derailed,  fun girl joe cool urban main page,0
2431,derailed,  tubestrik derail robertwelch cutleri offer get back track,0
2432,derailed,  unsuckdcmetro train half derail half rail deepthought,1
2433,derailed,  sad biker beardown derail pro democraci work nypdnew undercov,1
2434,derailed,  itsqueenbabi work bunch ppl buse train derail,1
2435,derailed,  news august two train derail amid flood video india august flood video coutur,1
2436,derailed,  derail benchmark cool path wonder run find leak job given rescu,0
2437,derailed,  gerryconnolli repdonbey timalin today metro commut debacl w derail non passeng train show clearli need rail mgr ceo,1
2438,derailed,  ohyayyyyay train derail morn,1
2439,derailment,  madli trade train derail villag youth save mani live,1
2440,derailment,  servic green line resum earlier derail near garfield residu delay,1
2441,derailment,  madli trade train derail villag youth save mani live,1
2442,derailment,  death railway track rain take blame derail common last year less th,1
2443,derailment,  news madli trade train derail villag youth save mani live til,1
2444,derailment,  mp train derail freakiest freak accid mp train derail freakiest,1
2445,derailment,  teamfollowback madli trade train derail villag youth save mani live flowback,1
2446,derailment,  modiministri madli trade train derail villag youth save mani live,1
2447,derailment,  still box alarm train derail st calumet struck order chicagoscann,1
2448,derailment,  consent order cleanup underway csi derail site knoxvil news sentinel,1
2449,derailment,  madli trade train derail villag youth save mani live,1
2450,derailment,  madli trade train derail villag youth save mani live group villag save passeng live two train,1
2451,derailment,  mp train derail villag youth save mani live indic,1
2452,derailment,  madli trade train derail villag youth save mani live group villag save passeng live two train,1
2453,derailment,  greateranglia know cow incid yr fault line could caus derail,1
2454,derailment,  madli trade train derail villag youth save mani live,1
2455,derailment,  chicago ff still amp box alarm em plan st amp calumet el train derail sin tg,1
2456,derailment,  madli trade train derail villag youth save mani live group villag save passeng live two train,1
2457,derailment,  daishiki well think sound like fine plan littl derail possibl applaud,1
2458,derailment,  railway minist prabhu call mp derail natur calam,1
2459,derailment,  latest train derail freakiest freak accid indian express india indiannew,1
2460,derailment,  alvinnelson train made withstand collis immedi derail total fuck,1
2461,derailment,  train derail freakiest freak accid indian express,1
2462,derailment,  surest prabhu call hard derail natur calam offici feel warn sign ignor prabhu may regr,1
2463,derailment,  kill injur madli trade twin train derail,1
2464,derailment,  lumbar x help hand lumbar toe take charg helplin calm anxiou rel ind lumbar,1
2465,derailment,  train derail freakiest freak accid indian express news topston,1
2466,derailment,  latest train derail freakiest freak accid indian express india indiannew,1
2467,derailment,  kill injur madli trade twin train derail,1
2468,derailment,  train derail freakiest freak accid indian express,1
2469,derailment,  photo green line derail near cottag grove garfield,1
2470,derailment,  modiministri railway minist prabhu call mp derail natur calam,1
2471,derailment,  train derail pana news casualti far indian express,1
2472,derailment,  green line derail concern track look like goe bit cat catfal,1
2473,derailment,  sad learn derail train mp deepest condol famili lost love one mishap officeofrg,1
2474,derailment,  scene derail cat green line rd prairi,1
2475,derailment,  consent order cleanup underway csi derail site knoxvil news sentinel,1
2476,derailment,  help hand lumbar toe take charg helplin calm anxiou rel indian exp mumbaitim,1
2477,derailment,  madli trade train derail villag youth save mani live,1
2478,desolate,  thank lot roadwork men co tube strike disrupt enough walk desol rout tottenham,1
2479,desolate,  perceiv burn faintli like sputter candl vast desol glacier etern sister gyri,0
2480,desolate,  rt danielkemp liken step good shepherd film produc desol garden,0
2481,desolate,  watch law amp order ib saudad vine naturalexampl,1
2482,desolate,  desol valley transform thrive hub hi tech busi,0
2483,desolate,  onthisday mayflow set sail new world read laphamsquart,0
2484,desolate,  taken movi took place india vine outreign,0
2485,desolate,  understand broke ppl mad alway hav attitud sht fun desol long,0
2486,desolate,  san ran flight goe desol squar state real twitter,0
2487,desolate,  new favorit desol r soundcloud,0
2488,desolate,  total agre rape kill destroy leav land desol action need happen swarm swell,1
2489,desolate,  daniel time daili sacrific shall taken away abomin maketh desol set,0
2490,desolate,  corleonedaboss anyth desol bc natur signific first countri,0
2491,desolate,  unexercis honda run neighborhood desol sqd,1
2492,desolate,  mall gotten post battl desol planet mason nixon line style electro violin play yet,0
2493,desolate,  binellithresa ty follow go brutal abus desol amp lost love mum die murder,1
2494,desolate,  psalm lord redeem soul servant none trust shall desol,0
2495,desolate,  joshacagan option move desol island noth stack dud watch,0
2496,desolate,  egg desol,0
2497,desolate,  footfal look desol end world stuff gorgeou,0
2498,desolate,  psalm lord redeem soul servant none trust shall desol,0
2499,desolate,  booksbyrog ty follow go brutal abus desol amp lost love mum die murder,0
2500,desolate,  bill roos look desol depress,1
2501,desolate,  august one hundr odd pilgrim england holland set sail new world unimpress,0
2502,desolate,  desol hope part mird via coutur,0
2503,desolate,  abomin maketh desol antichrist desecr jerusalem templ dan matt,0
2504,desolate,  corleonedaboss bc riski costli see need anyth total desol,1
2505,desolate,  feel desol take quiz,0
2506,desolate,  like coutur video spiro textur hack desol garden game,0
2507,desolation,  weekend stockholm sweden aug copperfield,1
2508,desolation,  date releas ep desol set stay tune info finalis schedul alt electro rock comingsoon,1
2509,desolation,  photoset littlebitofbass kolinski ed sheer hobbit desol smug german premier,0
2510,desolation,  hobbit desol smug tranquil scale action figur loos milkwood full read,0
2511,desolation,  came back camp return new song get record tomorrow wait desol theconspiracytheori newer,1
2512,desolation,  decid take break emot destruct watch tangl watch desol smug,0
2513,desolation,  rate hobbit desol smug limb,0
2514,desolation,  itai ism everi conspiraci lift scatter unto desol name f jesu,0
2515,desolation,  rt freediscountbk desol run free till militari thriller suspens kindl aread,0
2516,desolation,  rt kurtkamka beauti desol coupl coyot lizard morn sun phoenix arid,1
2517,desolation,  wow free hobbit desol smug uv digit download code gin pistia,0
2518,desolation,  watch desol smug spanish hell drug,0
2519,desolation,  joseph get wrong anticu epiphani abomin desol read,0
2520,desolation,  fear panic air want free desol despair,0
2521,desolation,  free kindl book aug thriller desol run jamessnyd,0
2522,desolation,  go redo nail watch behind scene desol smug,1
2523,desolation,  yeah lamb god rock ring intro desol hd via coutur,0
2524,desolation,  time desol troubl daniel persist prayer fast brought forth heavenli power god,0
2525,desolation,  nikostar lake ohio thought abject desol subway restaur,0
2526,desolation,  caus right read good send letter unless gon na mail desol row,0
2527,desolation,  realli like first hobbit movi saw three time theatr saw desol smug came feel,0
2528,desolation,  afraid sudden fear neither desol wick cometh lord shall thi,0
2529,desolation,  hobbit desol smug ed sheer see fire hd,0
2530,desolation,  beauti desol coupl coyot lizard morn sun phoenix arizona,0
2531,desolation,  footlet elanorofrohan th decemb green carpet zurich swiss premier desol,1
2532,desolation,  emot desol effect alcohol addict famili forgiv hard,0
2533,desolation,  hey girl must toe hobbit part two desol smug interest see sorri,0
2534,desolation,  escap heat show trail run desol loop glad,0
2535,desolation,  kaiser peopl like whole peopl name desol,0
2536,desolation,  desper disloc separ condemn revel temptat isol desol let go find away,1
